name,count
craigslist.org,97
blogspot.com,52
yahoo.com,45
co.uk,24
wordpress.com,24
slideshare.net,20
slideshare.com,14
kijiji.ca,14
pescurt.ro,11
doubleclick.net,10
twitter.com,10
blogfa.com,9
wikia.com,9
blogger.com,8
com.br,8
wikipedia.org,8
none,8
co.jp,8
com.au,7
typepad.com,7
welt.de,7
google.com,7
ameblo.jp,6
blogmura.com,5
seroundtable.com,5
